base_key,split,exco_out,relationship_out,has_exco,has_relationship,src_exco_member,src_relationship_member
ADE-Affordance/testing/a/aqueduct/ADE_train_00001521,testing,,./ADE-Affordance-flat/testing/ADE_train_00001521_relationship.txt,0,1,,ADE-Affordance/testing/a/aqueduct/ADE_train_00001521_relationship.txt
ADE-Affordance/testing/a/arcade/ADE_train_00001526,testing,./ADE-Affordance-flat/testing/ADE_train_00001526_exco.json,./ADE-Affordance-flat/testing/ADE_train_00001526_relationship.txt,1,1,ADE-Affordance/testing/a/arcade/ADE_train_00001526_exco.json,ADE-Affordance/testing/a/arcade/ADE_train_00001526_relationship.txt
ADE-Affordance/testing/a/archaelogical_excavation/ADE_train_00001543,testing,./ADE-Affordance-flat/testing/ADE_train_00001543_exco.json,./ADE-Affordance-flat/testing/ADE_train_00001543_relationship.txt,1,1,ADE-Affordance/testing/a/archaelogical_excavation/ADE_train_00001543_exco.json,ADE-Affordance/testing/a/archaelogical_excavation/ADE_train_00001543_relationship.txt
ADE-Affordance/testing/a/archaelogical_excavation/ADE_train_00001545,testing,./ADE-Affordance-flat/testing/ADE_train_00001545_exco.json,./ADE-Affordance-flat/testing/ADE_train_00001545_relationship.txt,1,1,ADE-Affordance/testing/a/archaelogical_excavation/ADE_train_00001545_exco.json,ADE-Affordance/testing/a/archaelogical_excavation/ADE_train_00001545_relationship.txt
ADE-Affordance/testing/a/arena/hockey/ADE_train_00001585,testing,./ADE-Affordance-flat/testing/ADE_train_00001585_exco.json,./ADE-Affordance-flat/testing/ADE_train_00001585_relationship.txt,1,1,ADE-Affordance/testing/a/arena/hockey/ADE_train_00001585_exco.json,ADE-Affordance/testing/a/arena/hockey/ADE_train_00001585_relationship.txt
ADE-Affordance/testing/a/art_gallery/ADE_train_00001638,testing,./ADE-Affordance-flat/testing/ADE_train_00001638_exco.json,./ADE-Affordance-flat/testing/ADE_train_00001638_relationship.txt,1,1,ADE-Affordance/testing/a/art_gallery/ADE_train_00001638_exco.json,ADE-Affordance/testing/a/art_gallery/ADE_train_00001638_relationship.txt
ADE-Affordance/testing/a/art_gallery/ADE_train_00001642,testing,./ADE-Affordance-flat/testing/ADE_train_00001642_exco.json,./ADE-Affordance-flat/testing/ADE_train_00001642_relationship.txt,1,1,ADE-Affordance/testing/a/art_gallery/ADE_train_00001642_exco.json,ADE-Affordance/testing/a/art_gallery/ADE_train_00001642_relationship.txt
ADE-Affordance/testing/a/art_gallery/ADE_train_00001653,testing,./ADE-Affordance-flat/testing/ADE_train_00001653_exco.json,./ADE-Affordance-flat/testing/ADE_train_00001653_relationship.txt,1,1,ADE-Affordance/testing/a/art_gallery/ADE_train_00001653_exco.json,ADE-Affordance/testing/a/art_gallery/ADE_train_00001653_relationship.txt
ADE-Affordance/testing/a/art_gallery/ADE_train_00001654,testing,./ADE-Affordance-flat/testing/ADE_train_00001654_exco.json,./ADE-Affordance-flat/testing/ADE_train_00001654_relationship.txt,1,1,ADE-Affordance/testing/a/art_gallery/ADE_train_00001654_exco.json,ADE-Affordance/testing/a/art_gallery/ADE_train_00001654_relationship.txt
ADE-Affordance/testing/a/art_gallery/ADE_train_00001660,testing,./ADE-Affordance-flat/testing/ADE_train_00001660_exco.json,./ADE-Affordance-flat/testing/ADE_train_00001660_relationship.txt,1,1,ADE-Affordance/testing/a/art_gallery/ADE_train_00001660_exco.json,ADE-Affordance/testing/a/art_gallery/ADE_train_00001660_relationship.txt
ADE-Affordance/testing/a/art_gallery/ADE_train_00001695,testing,./ADE-Affordance-flat/testing/ADE_train_00001695_exco.json,./ADE-Affordance-flat/testing/ADE_train_00001695_relationship.txt,1,1,ADE-Affordance/testing/a/art_gallery/ADE_train_00001695_exco.json,ADE-Affordance/testing/a/art_gallery/ADE_train_00001695_relationship.txt
ADE-Affordance/testing/a/art_studio/ADE_train_00001717,testing,./ADE-Affordance-flat/testing/ADE_train_00001717_exco.json,./ADE-Affordance-flat/testing/ADE_train_00001717_relationship.txt,1,1,ADE-Affordance/testing/a/art_studio/ADE_train_00001717_exco.json,ADE-Affordance/testing/a/art_studio/ADE_train_00001717_relationship.txt
ADE-Affordance/testing/a/art_studio/ADE_train_00001719,testing,./ADE-Affordance-flat/testing/ADE_train_00001719_exco.json,./ADE-Affordance-flat/testing/ADE_train_00001719_relationship.txt,1,1,ADE-Affordance/testing/a/art_studio/ADE_train_00001719_exco.json,ADE-Affordance/testing/a/art_studio/ADE_train_00001719_relationship.txt
ADE-Affordance/testing/a/art_studio/ADE_train_00001729,testing,./ADE-Affordance-flat/testing/ADE_train_00001729_exco.json,./ADE-Affordance-flat/testing/ADE_train_00001729_relationship.txt,1,1,ADE-Affordance/testing/a/art_studio/ADE_train_00001729_exco.json,ADE-Affordance/testing/a/art_studio/ADE_train_00001729_relationship.txt
ADE-Affordance/testing/a/art_studio/ADE_train_00001736,testing,./ADE-Affordance-flat/testing/ADE_train_00001736_exco.json,./ADE-Affordance-flat/testing/ADE_train_00001736_relationship.txt,1,1,ADE-Affordance/testing/a/art_studio/ADE_train_00001736_exco.json,ADE-Affordance/testing/a/art_studio/ADE_train_00001736_relationship.txt
ADE-Affordance/testing/a/art_studio/ADE_train_00001780,testing,./ADE-Affordance-flat/testing/ADE_train_00001780_exco.json,./ADE-Affordance-flat/testing/ADE_train_00001780_relationship.txt,1,1,ADE-Affordance/testing/a/art_studio/ADE_train_00001780_exco.json,ADE-Affordance/testing/a/art_studio/ADE_train_00001780_relationship.txt
ADE-Affordance/testing/a/art_studio/ADE_train_00001795,testing,./ADE-Affordance-flat/testing/ADE_train_00001795_exco.json,./ADE-Affordance-flat/testing/ADE_train_00001795_relationship.txt,1,1,ADE-Affordance/testing/a/art_studio/ADE_train_00001795_exco.json,ADE-Affordance/testing/a/art_studio/ADE_train_00001795_relationship.txt
ADE-Affordance/testing/a/artists_loft/ADE_train_00001822,testing,./ADE-Affordance-flat/testing/ADE_train_00001822_exco.json,./ADE-Affordance-flat/testing/ADE_train_00001822_relationship.txt,1,1,ADE-Affordance/testing/a/artists_loft/ADE_train_00001822_exco.json,ADE-Affordance/testing/a/artists_loft/ADE_train_00001822_relationship.txt
ADE-Affordance/testing/a/artists_loft/ADE_train_00001825,testing,./ADE-Affordance-flat/testing/ADE_train_00001825_exco.json,./ADE-Affordance-flat/testing/ADE_train_00001825_relationship.txt,1,1,ADE-Affordance/testing/a/artists_loft/ADE_train_00001825_exco.json,ADE-Affordance/testing/a/artists_loft/ADE_train_00001825_relationship.txt
ADE-Affordance/testing/a/assembly_line/ADE_train_00001844,testing,./ADE-Affordance-flat/testing/ADE_train_00001844_exco.json,./ADE-Affordance-flat/testing/ADE_train_00001844_relationship.txt,1,1,ADE-Affordance/testing/a/assembly_line/ADE_train_00001844_exco.json,ADE-Affordance/testing/a/assembly_line/ADE_train_00001844_relationship.txt
ADE-Affordance/testing/a/atrium/public/ADE_train_00001873,testing,./ADE-Affordance-flat/testing/ADE_train_00001873_exco.json,./ADE-Affordance-flat/testing/ADE_train_00001873_relationship.txt,1,1,ADE-Affordance/testing/a/atrium/public/ADE_train_00001873_exco.json,ADE-Affordance/testing/a/atrium/public/ADE_train_00001873_relationship.txt
ADE-Affordance/testing/a/attic/ADE_train_00001893,testing,./ADE-Affordance-flat/testing/ADE_train_00001893_exco.json,./ADE-Affordance-flat/testing/ADE_train_00001893_relationship.txt,1,1,ADE-Affordance/testing/a/attic/ADE_train_00001893_exco.json,ADE-Affordance/testing/a/attic/ADE_train_00001893_relationship.txt
ADE-Affordance/testing/a/attic/ADE_train_00001897,testing,./ADE-Affordance-flat/testing/ADE_train_00001897_exco.json,./ADE-Affordance-flat/testing/ADE_train_00001897_relationship.txt,1,1,ADE-Affordance/testing/a/attic/ADE_train_00001897_exco.json,ADE-Affordance/testing/a/attic/ADE_train_00001897_relationship.txt
ADE-Affordance/testing/a/attic/ADE_train_00001908,testing,./ADE-Affordance-flat/testing/ADE_train_00001908_exco.json,./ADE-Affordance-flat/testing/ADE_train_00001908_relationship.txt,1,1,ADE-Affordance/testing/a/attic/ADE_train_00001908_exco.json,ADE-Affordance/testing/a/attic/ADE_train_00001908_relationship.txt
ADE-Affordance/testing/a/attic/ADE_train_00001929,testing,./ADE-Affordance-flat/testing/ADE_train_00001929_exco.json,./ADE-Affordance-flat/testing/ADE_train_00001929_relationship.txt,1,1,ADE-Affordance/testing/a/attic/ADE_train_00001929_exco.json,ADE-Affordance/testing/a/attic/ADE_train_00001929_relationship.txt
ADE-Affordance/testing/a/attic/ADE_train_00001955,testing,./ADE-Affordance-flat/testing/ADE_train_00001955_exco.json,./ADE-Affordance-flat/testing/ADE_train_00001955_relationship.txt,1,1,ADE-Affordance/testing/a/attic/ADE_train_00001955_exco.json,ADE-Affordance/testing/a/attic/ADE_train_00001955_relationship.txt
ADE-Affordance/testing/a/attic/ADE_train_00001962,testing,./ADE-Affordance-flat/testing/ADE_train_00001962_exco.json,./ADE-Affordance-flat/testing/ADE_train_00001962_relationship.txt,1,1,ADE-Affordance/testing/a/attic/ADE_train_00001962_exco.json,ADE-Affordance/testing/a/attic/ADE_train_00001962_relationship.txt
ADE-Affordance/testing/a/auditorium/ADE_train_00001980,testing,./ADE-Affordance-flat/testing/ADE_train_00001980_exco.json,./ADE-Affordance-flat/testing/ADE_train_00001980_relationship.txt,1,1,ADE-Affordance/testing/a/auditorium/ADE_train_00001980_exco.json,ADE-Affordance/testing/a/auditorium/ADE_train_00001980_relationship.txt
ADE-Affordance/testing/a/auditorium/ADE_train_00001989,testing,./ADE-Affordance-flat/testing/ADE_train_00001989_exco.json,./ADE-Affordance-flat/testing/ADE_train_00001989_relationship.txt,1,1,ADE-Affordance/testing/a/auditorium/ADE_train_00001989_exco.json,ADE-Affordance/testing/a/auditorium/ADE_train_00001989_relationship.txt
ADE-Affordance/testing/a/auto_factory/ADE_train_00002019,testing,./ADE-Affordance-flat/testing/ADE_train_00002019_exco.json,./ADE-Affordance-flat/testing/ADE_train_00002019_relationship.txt,1,1,ADE-Affordance/testing/a/auto_factory/ADE_train_00002019_exco.json,ADE-Affordance/testing/a/auto_factory/ADE_train_00002019_relationship.txt
ADE-Affordance/testing/a/auto_mechanics/indoor/ADE_train_00002029,testing,./ADE-Affordance-flat/testing/ADE_train_00002029_exco.json,./ADE-Affordance-flat/testing/ADE_train_00002029_relationship.txt,1,1,ADE-Affordance/testing/a/auto_mechanics/indoor/ADE_train_00002029_exco.json,ADE-Affordance/testing/a/auto_mechanics/indoor/ADE_train_00002029_relationship.txt
ADE-Affordance/testing/a/auto_showroom/ADE_train_00002062,testing,./ADE-Affordance-flat/testing/ADE_train_00002062_exco.json,./ADE-Affordance-flat/testing/ADE_train_00002062_relationship.txt,1,1,ADE-Affordance/testing/a/auto_showroom/ADE_train_00002062_exco.json,ADE-Affordance/testing/a/auto_showroom/ADE_train_00002062_relationship.txt
ADE-Affordance/testing/b/backstairs/ADE_train_00002068,testing,./ADE-Affordance-flat/testing/ADE_train_00002068_exco.json,./ADE-Affordance-flat/testing/ADE_train_00002068_relationship.txt,1,1,ADE-Affordance/testing/b/backstairs/ADE_train_00002068_exco.json,ADE-Affordance/testing/b/backstairs/ADE_train_00002068_relationship.txt
ADE-Affordance/testing/b/badlands/ADE_train_00002077,testing,./ADE-Affordance-flat/testing/ADE_train_00002077_exco.json,./ADE-Affordance-flat/testing/ADE_train_00002077_relationship.txt,1,1,ADE-Affordance/testing/b/badlands/ADE_train_00002077_exco.json,ADE-Affordance/testing/b/badlands/ADE_train_00002077_relationship.txt
ADE-Affordance/testing/b/badlands/ADE_train_00002081,testing,./ADE-Affordance-flat/testing/ADE_train_00002081_exco.json,./ADE-Affordance-flat/testing/ADE_train_00002081_relationship.txt,1,1,ADE-Affordance/testing/b/badlands/ADE_train_00002081_exco.json,ADE-Affordance/testing/b/badlands/ADE_train_00002081_relationship.txt
ADE-Affordance/testing/b/badminton_court/indoor/ADE_train_00002105,testing,./ADE-Affordance-flat/testing/ADE_train_00002105_exco.json,./ADE-Affordance-flat/testing/ADE_train_00002105_relationship.txt,1,1,ADE-Affordance/testing/b/badminton_court/indoor/ADE_train_00002105_exco.json,ADE-Affordance/testing/b/badminton_court/indoor/ADE_train_00002105_relationship.txt
ADE-Affordance/testing/b/bakery/kitchen/ADE_train_00002142,testing,./ADE-Affordance-flat/testing/ADE_train_00002142_exco.json,./ADE-Affordance-flat/testing/ADE_train_00002142_relationship.txt,1,1,ADE-Affordance/testing/b/bakery/kitchen/ADE_train_00002142_exco.json,ADE-Affordance/testing/b/bakery/kitchen/ADE_train_00002142_relationship.txt
ADE-Affordance/testing/b/bakery/shop/ADE_train_00002173,testing,./ADE-Affordance-flat/testing/ADE_train_00002173_exco.json,./ADE-Affordance-flat/testing/ADE_train_00002173_relationship.txt,1,1,ADE-Affordance/testing/b/bakery/shop/ADE_train_00002173_exco.json,ADE-Affordance/testing/b/bakery/shop/ADE_train_00002173_relationship.txt
ADE-Affordance/testing/b/bakery/shop/ADE_train_00002176,testing,./ADE-Affordance-flat/testing/ADE_train_00002176_exco.json,./ADE-Affordance-flat/testing/ADE_train_00002176_relationship.txt,1,1,ADE-Affordance/testing/b/bakery/shop/ADE_train_00002176_exco.json,ADE-Affordance/testing/b/bakery/shop/ADE_train_00002176_relationship.txt
ADE-Affordance/testing/b/bakery/shop/ADE_train_00002182,testing,./ADE-Affordance-flat/testing/ADE_train_00002182_exco.json,./ADE-Affordance-flat/testing/ADE_train_00002182_relationship.txt,1,1,ADE-Affordance/testing/b/bakery/shop/ADE_train_00002182_exco.json,ADE-Affordance/testing/b/bakery/shop/ADE_train_00002182_relationship.txt
ADE-Affordance/testing/b/balcony/interior/ADE_train_00002232,testing,./ADE-Affordance-flat/testing/ADE_train_00002232_exco.json,./ADE-Affordance-flat/testing/ADE_train_00002232_relationship.txt,1,1,ADE-Affordance/testing/b/balcony/interior/ADE_train_00002232_exco.json,ADE-Affordance/testing/b/balcony/interior/ADE_train_00002232_relationship.txt
ADE-Affordance/testing/b/balcony/interior/ADE_train_00002235,testing,./ADE-Affordance-flat/testing/ADE_train_00002235_exco.json,./ADE-Affordance-flat/testing/ADE_train_00002235_relationship.txt,1,1,ADE-Affordance/testing/b/balcony/interior/ADE_train_00002235_exco.json,ADE-Affordance/testing/b/balcony/interior/ADE_train_00002235_relationship.txt
ADE-Affordance/testing/b/balcony/interior/ADE_train_00002237,testing,./ADE-Affordance-flat/testing/ADE_train_00002237_exco.json,./ADE-Affordance-flat/testing/ADE_train_00002237_relationship.txt,1,1,ADE-Affordance/testing/b/balcony/interior/ADE_train_00002237_exco.json,ADE-Affordance/testing/b/balcony/interior/ADE_train_00002237_relationship.txt
ADE-Affordance/testing/b/balcony/interior/ADE_train_00002240,testing,./ADE-Affordance-flat/testing/ADE_train_00002240_exco.json,./ADE-Affordance-flat/testing/ADE_train_00002240_relationship.txt,1,1,ADE-Affordance/testing/b/balcony/interior/ADE_train_00002240_exco.json,ADE-Affordance/testing/b/balcony/interior/ADE_train_00002240_relationship.txt
ADE-Affordance/testing/b/ballroom/ADE_train_00002288,testing,./ADE-Affordance-flat/testing/ADE_train_00002288_exco.json,./ADE-Affordance-flat/testing/ADE_train_00002288_relationship.txt,1,1,ADE-Affordance/testing/b/ballroom/ADE_train_00002288_exco.json,ADE-Affordance/testing/b/ballroom/ADE_train_00002288_relationship.txt
ADE-Affordance/testing/b/bank/indoor/ADE_train_00002308,testing,./ADE-Affordance-flat/testing/ADE_train_00002308_exco.json,./ADE-Affordance-flat/testing/ADE_train_00002308_relationship.txt,1,1,ADE-Affordance/testing/b/bank/indoor/ADE_train_00002308_exco.json,ADE-Affordance/testing/b/bank/indoor/ADE_train_00002308_relationship.txt
ADE-Affordance/testing/b/baptistry/indoor/ADE_train_00002344,testing,./ADE-Affordance-flat/testing/ADE_train_00002344_exco.json,./ADE-Affordance-flat/testing/ADE_train_00002344_relationship.txt,1,1,ADE-Affordance/testing/b/baptistry/indoor/ADE_train_00002344_exco.json,ADE-Affordance/testing/b/baptistry/indoor/ADE_train_00002344_relationship.txt
ADE-Affordance/testing/b/baptistry/outdoor/ADE_train_00002358,testing,./ADE-Affordance-flat/testing/ADE_train_00002358_exco.json,./ADE-Affordance-flat/testing/ADE_train_00002358_relationship.txt,1,1,ADE-Affordance/testing/b/baptistry/outdoor/ADE_train_00002358_exco.json,ADE-Affordance/testing/b/baptistry/outdoor/ADE_train_00002358_relationship.txt
ADE-Affordance/testing/b/bar/ADE_train_00002378,testing,./ADE-Affordance-flat/testing/ADE_train_00002378_exco.json,./ADE-Affordance-flat/testing/ADE_train_00002378_relationship.txt,1,1,ADE-Affordance/testing/b/bar/ADE_train_00002378_exco.json,ADE-Affordance/testing/b/bar/ADE_train_00002378_relationship.txt
ADE-Affordance/testing/b/bar/ADE_train_00002379,testing,./ADE-Affordance-flat/testing/ADE_train_00002379_exco.json,./ADE-Affordance-flat/testing/ADE_train_00002379_relationship.txt,1,1,ADE-Affordance/testing/b/bar/ADE_train_00002379_exco.json,ADE-Affordance/testing/b/bar/ADE_train_00002379_relationship.txt
ADE-Affordance/testing/b/bar/ADE_train_00002387,testing,./ADE-Affordance-flat/testing/ADE_train_00002387_exco.json,./ADE-Affordance-flat/testing/ADE_train_00002387_relationship.txt,1,1,ADE-Affordance/testing/b/bar/ADE_train_00002387_exco.json,ADE-Affordance/testing/b/bar/ADE_train_00002387_relationship.txt
ADE-Affordance/testing/b/bar/ADE_train_00002414,testing,./ADE-Affordance-flat/testing/ADE_train_00002414_exco.json,./ADE-Affordance-flat/testing/ADE_train_00002414_relationship.txt,1,1,ADE-Affordance/testing/b/bar/ADE_train_00002414_exco.json,ADE-Affordance/testing/b/bar/ADE_train_00002414_relationship.txt
